Code;Systeme;Station;Saison;Temp;Sal;NID;PID;Chla;RTP (selon modele Emma);Phyto-Microbien (proba);Herbivore (proba);Multivore (proba);Poly-Microbien;BAC->DOC;BAC->MES;BAC->MIC;BAC->RES;BACingest;BACprod;DET->DOC;DET->LOS;DET->MES;DET->MIC;DETprod;DOC->BAC;DOC->MIC;DOCprod;GPP->PH1;GPP->PH2;GPP->PH3;MES->DET;MES->DOC;MES->LOS;MES->RES;MESingest;MESprod;MIC->DET;MIC->DOC;MIC->MES;MIC->RES;MICingest;MICprod;PH1->DOC;PH1->MES;PH1->MIC;PH1->RES;PH1ingest;PH1prod;PH2->DET;PH2->DOC;PH2->MES;PH2->MIC;PH2->RES;PH2ingest;PH2prod;PH3->DET;PH3->DOC;PH3->MES;PH3->MIC;PH3->RES;PH3ingest;PH3prod;rat1;rat2;rat3;rat4;rat5;rat6;rat7;rat8;ratio9;ratio10;ratio11;Res;Robust;RoDC;RU;SOI;T,,;TotGPP;totLOS;totNPP;Totprod;totRES;TST;P/B;EffTroph;PhtBiom;AMI;AoDC;APL;AsceNAency;CCI;Connectance;DC;Herbivory;Bacterivory;Detritivory;DH;HR;Overhead;PhtTOmic;ProdoRes
Gsps;BayofBiscay;BayofBiscay_panacheGiroNAe_surface;Spring;12,76;33,66;5,11;0,01;0,9508713527;Phyto-Microbien;0,9553817006;0,0314767222;0,004243414;0,0088981631;0,002374861;0,002024737;0,001985246;0,003447257;0,013953724;0,004009983;0,002739018;0,000724353;0,004198923;0,002874872;0,053373536;0,013953724;0,059088961;0,071169853;0,034583989;0,02975911;0,023344751;0,01397794;0,010674094;0,000634875;0,019070988;0,051327976;0,019040949;0,025100873;0,024983317;0,002178267;0,034241052;0,098165196;0,041886269;0,003666391;0,010976196;0,001518372;0,00205623;0,034583989;0,0285553;0,001095631;0,003081999;0,000806265;0,000779435;0,001744225;0,02975911;0,024636059;0,000657211;0,002408401;0,000595266;0,000631521;0,001375723;0,023344751;0,018951592;0,043800804;0,029684409;0,926514787;0,359463242;0,019980351;0,620556407;0,395815525;0,191371103;0,850352576;0,700648653;0,191035201;0,075156134;0,3673252;0,3716757;0,6063772;0,05331699;0,343354074;0,082857135;0,006607558;0,070947206;0,082857135;0,075156134;0,34637732;0,138001146;0,263933603;0,037508225;1,57934;0,3882576;2,249119;0,542272665;0,15658472;0,4285714;1,396682649;0,039530439;0,004009983;0,032730982;0,827994397;2,60455;0,519113011;0,017642072;1,073759483
Gspm;BayofBiscay;BayofBiscay_panacheGiroNAe_maxchla;Spring;11,91;34,53;2;0,09;1,614903685;Herbivore;0,0028953943;0,9859585923;0,0074144098;0,0037316036;0,003521559;0,002765653;0,00268465;0,004279735;0,016130525;0,005450303;0,001429714;0,000342528;0,002828481;0,001392481;0,027175015;0,013678919;0,021421398;0,037227937;0,002537933;0,01967216;0,020126134;0,006739724;0,005075906;0,000268735;0,009034094;0,024366355;0,009017747;0,00826006;0,009268861;0,00085436;0,014694285;0,041770106;0,01695892;0,000263758;0,000622422;0,000537868;0,000152501;0,002537933;0,001999631;0,000779911;0,002084987;0,000560067;0,00049575;0,001149801;0,01967216;0,016645978;0,000750195;0,002133083;0,000520319;0,000502895;0,001176641;0,020126134;0,017183699;0,056834127;0,099302601;0,843863272;0,339027622;0,051572396;0,609399982;0,055809925;0,474331812;0,665896022;0,646149289;0,389709272;0,036582181;0,3678455;0,3990106;0,5762982;0,09283905;0,162607568;0,040357004;0,002920356;0,035118796;0,040357004;0,036582181;0,161841378;0,016644443;0,251686329;0,148935174;1,544565;0,3728847;2,227123;0,251157914;0,16494418;0,4285714;0,673553742;0,015926153;0,005450303;0,017899876;1,123929677;2,680148;0,268755081;0,005685515;1,070719051
Gspb;BayofBiscay;BayofBiscay_panacheGiroNAe_foNA;Spring;11,46;35,04;2,25;0,01;1,6177720752;Herbivore;0,0091928609;0,9164174556;0,0565079146;0,0178817689;0,004054876;0,003236088;0,003138336;0,004870633;0,014527856;0,006374424;0,001296743;0,000299189;0,001488708;0,001283269;0,02508699;0,014527856;0,016387986;0,034987549;0,00345049;0,009369161;0,02546637;0,00640682;0,004681377;0,000259463;0,008219573;0,022875678;0,008081652;0,007435579;0,007764251;0,000725124;0,012161554;0,035790685;0,014498181;0,000364381;0,00048087;0,000404029;0,000212136;0,00345049;0,002714152;0,000327444;0,000989043;0,000245766;0,000242104;0,000553873;0,009369161;0,007852813;0,003465659;0,00271673;0,000656346;0,00061116;0,001462986;0,02546637;0,022140862;0,056976463;0,142219264;0,800804273;0,32985968;0,064286309;0,605854012;0,082981728;0,476197745;0,656030579;0,623853694;0,469916233;0,033073234;0,3678731;0,4103988;0,5652716;0,10267822;0,149255973;0,0367991;0,002570834;0,032260004;0,0367991;0,033073234;0,149791039;0,044579753;0,247086179;0,050000165;1,526451;0,3657226;2,240352;0,227831912;0,15477457;0,4285714;0,622963739;0,014100022;0,006374424;0,01512873;1,0729579;2,700385;0,2556636;0,005035386;1,069630562
Csps;BayofBiscay;BayofBiscay_Coast_surface;Spring;12,37;34,13;2,01;0,01;1,5259835887;Herbivore;0,0158134433;0,9723012906;0,0065394555;0,0053458106;0,001382988;0,001195782;0,001177045;0,002045431;0,008414054;0,002372826;0,00221123;0,000604079;0,005219561;0,002357343;0,048473278;0,008414054;0,049656928;0,057203742;0,007978167;0,01199657;0,048246599;0,010056824;0,008075418;0,000508392;0,015434234;0,041969495;0,014754998;0,019355585;0,019434784;0,001945084;0,028253091;0,080368238;0,034756181;0,00084663;0,001815076;0,000350295;0,000480358;0,007978167;0,00628265;0,000325395;0,001229364;0,00034169;0,000303729;0,000717795;0,01199657;0,009498421;0,006121801;0,005051499;0,001395471;0,001223141;0,002789065;0,048246599;0,041940141;0,03408783;0,021374205;0,944537965;0,348198369;0,014313874;0,637487757;0,108844735;0,345740654;0,646176019;0,706457335;0,144892573;0,058094339;0,3668636;0,384997;0,6032793;0,04716414;0,268540498;0,066029219;0,005338035;0,057522018;0,066029219;0,058094339;0,273629389;0,033860506;0,255625228;0,117754235;1,546257;0,3955555;2,204153;0,415232695;0,16087831;0,4285714;1,049745611;0,027129659;0,002372826;0,032226414;1,187866534;2,563087;0,40414886;0,007957997;1,08064556
Cspm;BayofBiscay;BayofBiscay_Coast_maxchla;Spring;11,82;34,31;2,71;0,01;3,4822257079;Herbivore;0,004146272;0,9909803558;0,0027081827;0,0021651895;0,002782445;0,002438043;0,002396149;0,004037793;0,017044621;0,004834193;0,003499525;0,000843875;0,007830004;0,003193939;0,064297831;0,017044621;0,061147697;0,075895376;0,007363771;0,017905425;0,066839146;0,015256778;0,010919463;0,000687372;0,020728356;0,055053325;0,020158058;0,023167444;0,023579348;0,002415006;0,03552144;0,102464331;0,043405666;0,000774812;0,002089968;0,00120926;0,000451262;0,007363771;0,005768356;0,000512524;0,001857183;0,000491917;0,000467837;0,001063175;0,017905425;0,014579221;0,008612226;0,007053334;0,00181759;0,001751396;0,003834666;0,066839146;0,058749071;0,048862404;0,034149581;0,916988015;0,352914597;0,021569274;0,625516129;0,072927945;0,437979946;0,64560676;0,683482918;0,217983319;0,078757481;0,367274;0,3984447;0,5920676;0,05706854;0,36158479;0,089344148;0,00687254;0,077407235;0,089344148;0,078757481;0,36716946;0,040166272;0,254853505;0,133173996;1,550572;0,3891868;2,227146;0,560663271;0,15348258;0,4285714;1,440602076;0,033917415;0,004834193;0,039319369;1,159267857;2,618911;0,574000297;0,010144081;1,073558968
Cspb;BayofBiscay;BayofBiscay_Coast_foNA;Spring;11,76;34,38;1,67;0,01;3,3445429781;Herbivore;0,004252527;0,9791749605;0,0110752423;0,0054972701;0,005398257;0,004299759;0,004170569;0,006902351;0,025243552;0,008470328;0,002452952;0,000563792;0,004851283;0,002326157;0,045819231;0,023199026;0,036148515;0,062792612;0,007628789;0,005660091;0,05819703;0,011071889;0,008789902;0,000499346;0,015978081;0,042100964;0,015462102;0,013700877;0,017079479;0,001559387;0,025272451;0,072033698;0,03054041;0,000804288;0,000392785;0,000781677;0,000460304;0,007628789;0,006033235;0,000154557;0,000586572;0,00014497;0,000144318;0,000338631;0,005660091;0,004465171;0,011885608;0,006117556;0,001548245;0,001320632;0,003315589;0,05819703;0,050920245;0,0500453;0,09290255;0,85705215;0,344080494;0,047452599;0,608466907;0,098231317;0,518536906;0,572230054;0,660219856;0,390901217;0,061076113;0,3675878;0,4135519;0,5782204;0,08829174;0,283745715;0,070000799;0,00525702;0,061843238;0,070000799;0,061076113;0,28479682;0,04092517;0,251749294;0,100537739;1,54235;0,3826244;2,262671;0,437635277;0,15140916;0,4285714;1,143772434;0,02604493;0,008470328;0,030235489;1,160897303;2,667409;0,473009296;0,006167676;1,076202189
Osps;BayofBiscay;BayofBiscay_Offshore_surface;Spring;12,7;35,13;3,1;0,19;2,1598978238;Phyto-Microbien;0,9650460548;0,0238842094;0,0034389606;0,0076307752;0,005362517;0,004424269;0,004349338;0,007445922;0,03098938;0,008773607;0,005239832;0,001392734;0,00661451;0,004910994;0,096594986;0,03098938;0,106843488;0,135626476;0,065032291;0,033835397;0,064995177;0,026013221;0,01845988;0,001168505;0,035908465;0,094981394;0,034071115;0,047184605;0,047096;0,003682168;0,063882008;0,183322975;0,077974798;0,006873515;0,019093272;0,002970264;0,003866532;0,065032291;0,053400898;0,001082948;0,003501329;0,000914831;0,000880325;0,002006941;0,033835397;0,027354804;0,002226412;0,006833328;0,001769049;0,001720401;0,003820122;0,064995177;0,054311324;0,045785894;0,035745591;0,918468515;0,3591615;0,023330208;0,617508292;0,395365913;0,203706343;0,855370528;0,718410004;0,22483302;0,141083012;0,3673895;0,3739483;0,6050597;0,05715878;0,64238997;0,153898148;0,010978874;0,132659783;0,153898148;0,141083012;0,652587151;0,06825047;0,252253389;0,142029719;1,575547;0,3870277;2,223077;1,012115604;0,15308393;0,4285714;2,615098515;0,073283276;0,008773607;0,065472466;0,8934162;2,603953;0,97791157;0,031494722;1,074159931
Ospm;BayofBiscay;BayofBiscay_Offshore_maxchla;Spring;12;35,31;2,26;0,11;1,8415065111;Herbivore;0,0046110378;0,9857803487;0,0059631803;0,0036454333;0,00203753;0,001633563;0,001577976;0,002614626;0,009524179;0,003211539;0,000916771;0,000209094;0,001218053;0,000880596;0,016867325;0,009103859;0,01252632;0,022056149;0,003987515;0,021683946;0;0,00412519;0,003071127;0,0001757;0,005454232;0,014582141;0,005651154;0,005407446;0,005853207;0,000567688;0,008955676;0,025451234;0,010730384;0,000427317;0,001197637;0,000690461;0,000242487;0,003987515;0,003133184;0,004203377;0,002299406;0,000567888;0,000553071;0,001229848;0,021683946;0,019045111;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;0,049691263;0,100071751;0,850236986;0,340128181;0,05029556;0,609576259;0,144264586;0,375067553;0,696947794;0,655870455;0,420886901;0,022133091;0,3674505;0,4278767;0,5747983;0,09048654;0,103411607;0,025153249;0,00182638;0,022334167;0,025153249;0,022133091;0,103751778;0,00768886;0,260202206;0,131665424;1,542851;0,3857873;NA;0,159548701;NA;0,3571429;0,413566456;0,009372518;0,003211539;0,010204078;1,088723223;2,684161;0,176955446;0,00240308;1,071600165
Ospb;BayofBiscay;BayofBiscay_Offshore_foNA;Spring;12;35,38;2,24;0,17;0,6152696988;Herbivore;0,0100971273;0,9788409211;0,0056185298;0,0054434218;0,000814459;0,00063645;0,000618303;0,001007188;0,003798937;0,001254753;0,0004699;0,000112602;0,00098416;0,000437664;0,00908332;0,004076923;0,008213638;0,011615648;0,001471381;0,003126205;0,009533105;0,002212601;0,00162055;0,000100214;0,003149206;0,008474551;0,003032693;0,00324782;0,003358785;0,000294973;0,005257386;0,014754399;0,00615014;0,00016219;0,000432963;0,000185533;9,01E-05;0,001471381;0,001153517;9,14E-05;0,000323492;0,000091305;8,79E-05;0,000185694;0,003126205;0,002499409;0,001107431;0,001011148;0,000253161;0,000242976;0,000546159;0,009533105;0,008365805;0,052769003;0,063182387;0,88404861;0,353778732;0,036934426;0,609286842;0,095976605;0,399124272;0,724941766;0,674544894;0,331711709;0,012120967;0,3676785;0,4006312;0,5839337;0,07336569;0,055554978;0,013582094;0,001002149;0,011906541;0,013582094;0,012120967;0,056398956;0,008686591;0,25233055;0,094626751;1,554528;0,3801043;2,218401;0,086361794;0,1467613;0,4285714;0,227205506;0,005232187;0,001254753;0,006133223;1,172210206;2,662166;0,091025623;0,001670132;1,075353803
Gsus;BayofBiscay;BayofBiscay_panacheGiroNAe_surface;Summer;17,13;31,82;5,06;0,17;2,7698036899;Phyto-Microbien;0,8032743981;0,1222569923;0,0180909672;0,0563776423;0,014280112;0,011325266;0,01101664;0,017788248;0,06717035;0,022341906;0,006824824;0,00172349;0,009061966;0,00706169;0,134409462;0,062280716;0,126619383;0,192939715;0,07560275;0,089151136;0,063820513;0,036287326;0,026191405;0,001516393;0,050511892;0,132589451;0,048334499;0,052335238;0,057126898;0,004845611;0,080635838;0,229579416;0,098462633;0,008201319;0,021460708;0,008185865;0,004493856;0,07560275;0,061527305;0,002832805;0,009283413;0,002361627;0,002341033;0,005245689;0,089151136;0,075883824;0,002086765;0,00673059;0,0019649;0,001806305;0,003765533;0,063820513;0,052472297;0,078539967;0,070155867;0,851304166;0,351913263;0,041406526;0,606680211;0,324026727;0,323532563;0,841816493;0,685646442;0,329701871;0,194510768;0,367874;0,3899219;0,5804815;0,08108921;0,886767743;0,215198499;0,015345584;0,186765119;0,215198499;0,194510768;0,882747949;0,551330405;0,254548277;0,024495435;1,555914;0,3698761;2,26209;1,379734157;0,15360141;0,4285714;3,730260364;0,097634578;0,022341906;0,084203572;0,86243597;2,680385;1,454510198;0,047180718;1,071329712
Gsum;BayofBiscay;BayofBiscay_panacheGiroNAe_maxchla;Summer;13,02;34,97;6,64;0,33;1,7333048248;Multivore;0,0306895787;0,2850948582;0,4691899832;0,2150255799;0,004698163;0,000754974;0,000573525;0,004782244;0,016043913;0,006179019;0,00266488;0,00018523;0,000830615;0,000749055;0,016985062;0,016043913;0,005052788;0,02528878;0,002988288;0,01493753;0,007321936;0,004608648;0,003351916;0,000160265;0,005377728;0,015207313;0,00543647;0,004297918;0,004670543;0,000433035;0,007148887;0,020323725;0,008529596;0,000327975;0,000433933;0,000415699;0,000183116;0,002988288;0,002355748;0,001406114;0,001617736;0,000365873;0,000378551;0,000852488;0,01493753;0,013132535;0,000309783;0,000765875;0,000199437;0,000190497;0,000425403;0,007321936;0,006126927;0,133795056;0,077923375;0,788281569;0,308488727;0,088185944;0,603325329;0,108985663;0,496346756;0,697659951;0,582183468;0,760493927;0,022054501;0,3678568;0,4649695;0,5467326;0,18645461;0,098673946;0,024150268;0,001358713;0,021205648;0,024150268;0,022054501;0,106706848;0,163226282;0,25151132;0,008950807;1,530443;0,3719671;NA;0,151014806;NA;0,4285714;0,405989678;0,009653164;0,006179019;0,008436454;0,873957388;2,799253;0,188772823;0,003712021;1,056569095
Gsub;BayofBiscay;BayofBiscay_panacheGiroNAe_foNA;Summer;11,98;35,2;6,61;0,18;0,3803399197;Poly-Microbien;0,0016948143;0,0014404406;0,0062872079;0,9905775373;0,002038388;0,00161968;0,001603737;0,002257525;0,007233503;0,003223417;0,000465838;9,65E-05;0,000384407;0,000364671;0,006835043;0,007233503;0,004189506;0,013019879;0,007027292;0,004631347;0,001896827;0,002443321;0,001775397;8,54E-05;0,002913904;0,008353835;0,00315326;0,00255018;0,002683476;0,000229986;0,003966845;0,01117496;0,004725371;0,00076821;0,001865273;0,001576891;0,000412007;0,007027292;0,005942047;0,000158775;0,000486707;0,000120113;0,00012053;0,000269934;0,004631347;0,00390729;0,000059007;0,000194243;5,02E-05;4,99E-05;0,000113862;0,001896827;0,001528373;0,221029521;0,202871261;0,576099218;0,330209363;0,093551556;0,576239081;0,522253336;0,46188829;0,898488441;0,60182831;0,633239718;0,011762471;0,3678429;0,4125334;0,5646657;0,12311004;0,056703345;0,012868043;0,00077297;0,011143955;0,012868043;0,011762471;0,054357584;0,089787077;0,277143643;0,008863224;1,550995;0,3627072;2,548931;0,087946588;0,16553023;0,4285714;0,242472715;0,006397232;0,003223417;0,004433668;0,693060374;2,746748;0,100028095;0,00275343;1,059494051
Csus;BayofBiscay;BayofBiscay_Coast_surface;Summer;19,29;32,64;5,67;0,05;2,4630224253;Herbivore;0,0524681176;0,9236764406;0,011852281;0,0120031608;0,005400848;0,004655895;0,004589362;0,007910594;0,032529682;0,009245257;0,009102682;0,002288447;0,024367914;0,009816737;0,187941193;0,032529682;0,194867731;0,228971686;0,038791883;0,181559854;0,052658371;0,042719193;0,031717897;0,002023989;0,061793421;0,164746373;0,05919797;0,074432306;0,078824085;0,006515563;0,111397518;0,321611235;0,13947372;0,004080444;0,010730303;0,002768699;0,002338693;0,038791883;0,030584893;0,015096664;0,01900791;0,004942472;0,004727324;0,010399125;0,181559854;0,157749104;0,001496547;0,005455788;0,00140494;0,001402106;0,003162367;0,052658371;0,042639896;0,040784934;0,021035526;0,938179539;0,351487803;0,014069101;0,634443096;0,1324171;0,34255399;0,723838163;0,713069221;0,14305212;0,231940291;0,3668848;0,3803168;0,6041629;0,04579788;1,064977354;0,262895619;0,021953241;0,228284219;0,262895619;0,231940291;1,076105885;0,391084465;0,256297234;0,040656652;1,558422;0,3952607;2,216706;1,659684287;0,16864024;0,4285714;4,198960842;0,105086326;0,009245257;0,116482049;1,10844154;2,579474;1,596935237;0,035251728;1,0752747
Csum;BayofBiscay;BayofBiscay_Coast_maxchla;Summer;14,14;34,56;0,63;0,01;1,5554395174;Phyto-Microbien;0,5682033015;0,2485136047;0,055820973;0,1274621207;0,006988898;0,005598456;0,005428878;0,00880065;0,032646128;0,011027334;0,002880965;0,000727026;0,004307327;0,002785053;0,051010167;0,028233569;0,043124212;0,075260498;0,024929338;0,045787984;0,018025207;0,01464971;0,010798873;0,000603237;0,018484755;0,052879653;0,019482117;0,021169663;0,021047794;0,001916447;0,030252344;0,085737364;0,035091158;0,002708356;0,007873376;0,001388026;0,001482193;0,024929338;0,020143232;0,00447728;0,00483379;0,001257602;0,001147668;0,00263721;0,045787984;0,039338401;0,000575926;0,001885313;0,000487425;0,000502282;0,001070342;0,018025207;0,014295287;0,055869673;0,09983938;0,844290947;0,349529543;0,052243696;0,59822676;0,273028909;0,240035163;0,833855924;0,660910418;0,395662093;0,076360583;0,3678772;0,4004683;0,5725474;0,09657423;0,348867175;0,084349243;0,006193438;0,072613377;0,084349243;0,076360583;0,348129281;0,406769617;0,264067909;0,012758438;1,554836;0,3665944;2,289384;0,542431102;0,15400045;0,4285714;1,479649025;0,037252274;0,011027334;0,034132709;0,916258401;2,715645;0,592552496;0,015987535;1,074982885
Csub;BayofBiscay;BayofBiscay_Coast_foNA;Summer;12,67;34,92;2,75;0,27;1,0213955555;Phyto-Microbien;0,9932411807;0,0034813818;0,0008319047;0,0024455329;0,002466572;0,002069513;0,002019514;0,003389345;0,014193309;0,004089027;0,002083509;0,000569063;0,003083563;0,001951147;0,040546499;0,014193309;0,044938157;0,055369326;0,034038488;0,007281548;0,027128143;0,012057161;0,008623343;0,000490968;0,014733601;0,040852223;0,015579163;0,020537827;0,018748829;0,001570637;0,02599316;0,076663947;0,03086628;0,003641942;0,011131623;0,001393595;0,001998511;0,034038488;0,028535783;0,000210792;0,000745943;0,000188083;0,000192778;0,000435505;0,007281548;0,005764041;0,000931074;0,002792316;0,000725489;0,000688167;0,001577937;0,027128143;0,023208561;0,044439054;0,039456458;0,916104488;0,365101918;0,025959894;0,608938187;0,496202128;0,158839532;0,884646271;0,684959491;0,240029716;0,058458187;0,3669243;0,3784869;0,6105659;0,0593182;0,274621152;0,065070142;0,004933106;0,056181994;0,065070142;0,058458187;0,278265334;0,568580221;0,270902461;0,00705609;1,59444;0,3947051;2,294396;0,437866837;0,14736951;0,4285714;1,109351899;0,031603989;0,004089027;0,026818591;0,848582468;2,611413;0,419875135;0,014253215;1,076357837
Osus;BayofBiscay;BayofBiscay_Offshore_surface;Summer;18,88;34,46;0,4;0,22;0,2651810322;Phyto-Microbien;0,9975502741;0,0010516022;0,0003070353;0,0010910884;0,00108066;0,000930146;0,000915401;0,001609316;0,005750707;0,001845547;0,001417694;0,000406611;0,00205992;0,001411363;0,027558442;0,006462643;0,033531666;0,039355091;0,030130913;0,012523535;0,005110654;0,008779259;0,006037616;0,000318132;0,011335431;0,029338254;0,010939975;0,013631078;0,013574169;0,001183904;0,019056754;0,056336854;0,024218337;0,003373243;0,009578598;0,00209726;0,001762328;0,030130913;0,025926879;0,000413905;0,0013032;0,000343203;0,000326311;0,000745324;0,012523535;0,010257565;0,00015075;0,000528779;0,000137898;0,000134252;0,000308521;0,005110654;0,004032574;0,066581793;0,023828482;0,909589725;0,369044394;0,016935338;0,614020269;0,644674327;0,202719916;0,894704215;0,692143474;0,161589065;0,040535072;0,3664103;0,3756299;0,6147799;0,04654967;0,192710437;0,045777502;0,003827027;0,039660302;0,045777502;0,040535072;0,191113389;0,404480216;0,272023525;0,006962449;1,587152;0,401243;2,338909;0,305860704;0,14992313;0,4285714;0,762282999;0,024528138;0,001845547;0,017783533;0,725025805;2,581659;0,286336296;0,008279125;1,069186088
Osum;BayofBiscay;BayofBiscay_Offshore_maxchla;Summer;16,7;34,74;0,151;0,01;0,581141411;Phyto-Microbien;0,9987198674;0,0005029114;0,00017193;0,0006052912;0,002538888;0,00223579;0,002201668;0,003762167;0,013765272;0,004437458;0,002671717;0,000752663;0,003803815;0,002787077;0,053030876;0,015538378;0,065854741;0,078090928;0,064534181;0,024523714;0,005680463;0,016695335;0,011745871;0,000672161;0,022025287;0,059067007;0,020865227;0,027861804;0,025506188;0,002180363;0,037832141;0,109427647;0,048516708;0,006965868;0,021580554;0,002781842;0,003739313;0,064534181;0,055333606;0,000758888;0,002557385;0,000700211;0,0006177;0,001446181;0,024523714;0,019715967;0,000155961;0,000598768;0,000162833;0,000152029;0,00034563;0,005680463;0,004493413;0,047739341;0,029594278;0,922666381;0,369791514;0,020629529;0,609578957;0,695644063;0,13662427;0,911453604;0,684692033;0,190905302;0,080501249;0,3653989;0,3728588;0,6246451;0,0502189;0,383967575;0,090902772;0,007003873;0,078988806;0,090902772;0,080501249;0,381660993;0,386593149;0,262313851;0,014307351;1,609947;0,4114194;2,341373;0,618167585;0,14255076;0,4285714;1,502524309;0,050219466;0,004437458;0,03369808;0,671016295;2,577379;0,56022936;0,015795439;1,075794352
Osub;BayofBiscay;BayofBiscay_Offshore_foNA;Summer;13,77;35,34;0,63;0,05;1,7152134849;Phyto-Microbien;0,9725398788;0,0170368226;0,0032096831;0,0072136155;0,002234324;0,001840034;0,001798483;0,003062689;0,011131651;0,003638517;0,001629781;0,000411607;0,002392701;0,001573439;0,032459094;0,012853456;0,032457769;0,044003547;0,021923065;0,029408949;0,000708012;0,008636566;0,006418669;0,000364722;0,011775327;0,030782496;0,01135219;0,014095311;0,013740961;0,001200558;0,019760266;0,056529472;0,02471665;0,002330981;0,006935509;0,000886909;0,001292641;0,021923065;0,018011523;0,001895156;0,003091157;0,000774187;0,000740261;0,001692692;0,029408949;0,025254102;1,84E-05;7,36E-05;0,000019614;2,04E-05;4,27E-05;0,000708012;0,000559108;0,04396185;0,047988646;0,908049504;0,353636618;0,029360426;0,617002955;0,410989908;0,175705539;0,865557027;0,681607797;0,283670459;0,044496533;0,3667879;0,3905612;0,604411;0,06536288;0,208100997;0,049454091;0,003956681;0,042932987;0,049454091;0,044496533;0,21084257;0,327452242;0,259036147;0,009247288;1,582561;0,3965801;2,262642;0,329332554;0,14454862;0,4285714;0,830431425;0,022883593;0,003638517;0,019204527;0,839226908;2,618353;0,324334286;0,009915877;1,075572825
Gfs;BayofBiscay;BayofBiscay_panacheGiroNAe_surface;Fall;20,19;34,99;0,05;0,29;0,2142518947;Phyto-Microbien;0,9968214325;0,001008016;0,0004290361;0,0017415154;0,001217535;0,001042951;0,001026183;0,001752554;0,007306537;0,002069135;0,001188497;0,00035062;0,001455863;0,001236481;0,022109517;0,007306537;0,028378033;0,035707293;0,034318718;0,008060002;0;0,007570381;0,005615208;0,000287417;0,009821812;0,026690656;0,009895565;0,012515497;0,012057042;0,000978855;0,017263652;0,050096122;0,021690139;0,003725935;0,011219103;0,001868908;0,001964095;0,034318718;0,029789787;0,000274178;0,000851893;0,000234765;0,000205515;0,000475199;0,008060002;0,006434197;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;0,05005233;0,031814555;0,918133115;0,373905116;0,021632369;0,604462516;0,832954424;0,128045852;0,91824306;0,682258456;0,204753399;0,036286373;0,3641101;0,3854479;0,6283474;0,05096093;0,174263429;0,041316354;0,003027707;0,035961349;0,041316354;0,036286373;0,171839747;0,133292611;0,27669062;0,014849405;1,602146;0,4217842;NA;0,279195389;NA;0,3571429;0,661939008;0,024124274;0,002069135;0,014781224;0,612711661;2,549777;0,255142978;0,006826306;1,077288032
Gfm;BayofBiscay;BayofBiscay_panacheGiroNAe_maxchla;Fall;14,54;35,3;6,2;0,43;0,6502732943;Phyto-Microbien;0,9463439421;0,0090556954;0,0051941904;0,0394061721;0,001534343;0,001260648;0,00123466;0,002104308;0,008534299;0,002495308;0,000965658;0,000303506;0,001240471;0,001078339;0,020072817;0,008534299;0,024043787;0,031144618;0,029419639;0,007309189;0,000208365;0,006741273;0,00460302;0,000261019;0,008566314;0,023518352;0,008401983;0,010978791;0,009869028;0,000832269;0,014329434;0,041486536;0,017859888;0,003185799;0,00976313;0,00290653;0,001689013;0,029419639;0,025601074;0,000220606;0,000757866;0,000188842;0,000196755;0,000433887;0,007309189;0,005915595;0,00000575;2,16E-05;0,0000057;5,78E-06;0,000012438;0,000208365;0,000163606;0,10551422;0,041901384;0,852584396;0,370993739;0,029221452;0,599784809;0,808107695;0,23793745;0,922866214;0,681937208;0,261964408;0,031712068;0,365584;0,3975379;0,6153715;0,05867572;0,154812026;0,035891825;0,00269835;0,031377231;0,035891825;0,031712068;0,152177146;0,177936868;0,265211808;0,012000537;1,590024;0,4097342;2,454382;0,246154875;0,13614446;0,4285714;0,600767241;0,021281783;0,002495308;0,013347331;0,627171652;2,583845;0,238827733;0,00508426;1,066266763
Gfb;BayofBiscay;BayofBiscay_panacheGiroNAe_foNA;Fall;13,99;35,31;5,2;0,44;0,6295998659;Phyto-Microbien;0,9963258367;0,0018474993;0,000487778;0,001338886;0,000944228;0,000832122;0,000826232;0,001428981;0,005213632;0,001658354;0,002214291;0,000607157;0,003658732;0,001950128;0,041616604;0,005894775;0,053414388;0,057969109;0,044365791;0,020908983;0,00469175;0,012308876;0,008688696;0,000493303;0,015746915;0,043806077;0,016239161;0,022663495;0,022009924;0,00168157;0,029285181;0,085716618;0,036646505;0,004732783;0,015405548;0,001787721;0,002564486;0,044365791;0,037932699;0,000645047;0,00216327;0,000593765;0,000524927;0,001235606;0,020908983;0,017032699;0,000136638;0,000482288;0,000125503;0,000119945;0,00028018;0,00469175;0,003713664;0,041495298;0,014093908;0,944410794;0,366920422;0,010369695;0,622709883;0,646443513;0,131084733;0,905563656;0,716967864;0,099390629;0,059254842;0,3645363;0,3623934;0,6341142;0,03579911;0,285413225;0,067006775;0,005052367;0,057877174;0,067006775;0,059254842;0,283802478;0,47939515;0,276745409;0,008511292;1,60866;0,4185777;2,365068;0,459132701;0,16201984;0,4285714;1,096887551;0,035821616;0,001658354;0,026587332;0,742214757;2,536861;0,397504785;0,011801076;1,077741271
